SEXO,NIVEL EDUCATIVO,ESTADO CIVIL,OCUPACIÓN,REGIMEN SEGURIDAD SOCIAL,INGRESOS MENSUALES,GRUPO POBLACIONAL,ÉTNICO,CICLO DE VIDA,CAMPESINO,DISCAPACIDAD,LOCALIDAD,CABILDO,BARRIO/CORREGIMIENTO,SECTOR,FECHA DE RESOLUCIÓN,ENTIDAD DISTRITAL QUE ASIGNA EL SUBSIDIO,TIPO DE MEJORAMIENTO,VALOR DEL SUBSIDIO
Mujer,Ninguno,Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Víctima Conflicto Armado por Desplazamiento Forzado,Ninguno,ADULTO MAYOR (60 o más),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica secundaria (6.o - 9.o),Separado(a) o divorciado(a),Trabajador Independiente,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Hombre,Básica secundaria (6.o - 9.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Hombre,Básica secundaria (6.o - 9.o),Unión libre,Empleado,Contributivo (EPS),Entre 1 y 2 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,08/08/2025 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   17,082,000.00"
Hombre,Media (10.o - 13.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Soltero(a),Empleado,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Motora,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Media (10.o - 13.o),Soltero(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Hombre,Básica primaria (1.o - 5.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Mestizo,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Hombre,Ninguno,Unión libre,Sin actividad,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Víctima Conflicto Armado por Desplazamiento Forzado,Ninguno,ADULTO MAYOR (60 o más),No,Mental,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Preescolar,Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Media (10.o - 13.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica secundaria (6.o - 9.o),Soltero(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Hombre,Ninguno,Viudo(a),Desempleado,Subsidiado (EPS-S),No tiene,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),No tiene,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Media (10.o - 13.o),Viudo(a),Empleado,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Unión libre,Ama de Casa/Cuidador,Contributivo (EPS),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Viudo(a),Ama de Casa/Cuidador,Contributivo (EPS),No tiene,Ninguno,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica secundaria (6.o - 9.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o más),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Hombre,Básica primaria (1.o - 5.o),Soltero(a),Trabajador Independiente,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTO MAYOR (60 o más),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Soltero(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Hombre,Técnico o tecnológico (1 - 4),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Ninguno,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Hombre,Técnico o tecnológico (1 - 4),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica secundaria (6.o - 9.o),Casado(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica secundaria (6.o - 9.o),Soltero(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),No tiene,Pobreza Extrema,Mestizo,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Ninguno,Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTO MAYOR (60 o más),Si,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica secundaria (6.o - 9.o),Casado(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Hombre,Media (10.o - 13.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Media (10.o - 13.o),Soltero(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Viudo(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Hombre,Básica secundaria (6.o - 9.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Viudo(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),No tiene,Ninguno,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Técnico o tecnológico (1 - 4),Soltero(a),Desempleado,Contributivo (EPS),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Viudo(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Hombre,Básica primaria (1.o - 5.o),Unión libre,Empleado,Contributivo (EPS),Entre 1 y 2 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica secundaria (6.o - 9.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Hombre,Media (10.o - 13.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Ninguno,Soltero(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Casado(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Ninguno,Viudo(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Víctima Conflicto Armado por Desplazamiento Forzado,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Ninguno,Casado(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Indígena,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Media (10.o - 13.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Soltero(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Hombre,Básica primaria (1.o - 5.o),Soltero(a),Incapacitado permanentemente para trabajar,Contributivo (EPS),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Motora,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Media (10.o - 13.o),Soltero(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Víctima Conflicto Armado por Desplazamiento Forzado,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Hombre,Media (10.o - 13.o),Unión libre,Trabajador Independiente,Contributivo (EPS),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica secundaria (6.o - 9.o),Unión libre,Empleado,Contributivo (EPS),Menor a 1 SMMLV,Ninguno,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,NO REPORTADO,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Hombre,Media (10.o - 13.o),Unión libre,Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Hombre,Básica primaria (1.o - 5.o),Soltero(a),Desempleado,Subsidiado (EPS-S),No tiene,Pobreza Extrema,Mestizo,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica secundaria (6.o - 9.o),Separado(a) o divorciado(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),No tiene,Ninguno,Ninguno,ADULTO MAYOR (60 o más),No,Motora,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Soltero(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica secundaria (6.o - 9.o),Unión libre,Sin actividad,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Entre 1 y 2 SMMLV,Ninguno,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,"Negro(a), mulato(a), afrodescendiente, afrocolombiano(a)",ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Media (10.o - 13.o),Soltero(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),No tiene,Ninguno,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Técnico o tecnológico (1 - 4),Soltero(a),Empleado,Contributivo (EPS),Entre 1 y 2 SMMLV,Pobreza Extrema,Ninguno,JUVENTUD (18-28),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica secundaria (6.o - 9.o),Unión libre,Ama de Casa/Cuidador,Subsidiado (EPS-S),No tiene,Pobreza Extrema,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Hombre,Básica primaria (1.o - 5.o),Viudo(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Soltero(a),Ama de Casa/Cuidador,Subsidiado (EPS-S),No tiene,Ninguno,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Hombre,Básica primaria (1.o - 5.o),Soltero(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTEZ (29-59),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Separado(a) o divorciado(a),Sin actividad,Subsidiado (EPS-S),Menor a 1 SMMLV,Ninguno,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
Mujer,Básica primaria (1.o - 5.o),Soltero(a),Trabajador Independiente,Subsidiado (EPS-S),Menor a 1 SMMLV,Pobreza Extrema,Ninguno,ADULTO MAYOR (60 o más),No,Ninguna,Localidad 2 - Virgen y Turistica,NO REPORTADO,EL POZON,URBANO,10/28/2024 12:00:00 AM,CORVIVIENDA,SANEAMIENTO BÁSICO,"$   10,000,000.00"
