TIPO DE MEJORAMIENTO,INGRESOS MENSUALES,LOCALIDAD,SECTOR,CICLO DE VIDA,GRUPO POBLACIONAL,ENTIDAD DISTRITAL QUE ASIGNA EL SUBSIDIO,NIVEL EDUCATIVO,SEXO,ESTADO CIVIL,OCUPACIÓN,ÉTNICO,VALOR_SUBSIDIO
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13912252.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13869813.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13803813.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13723925.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13893440.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13678128.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13917565.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13801312.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13888804.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13811517.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13886760.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13897605.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13907657.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13852633.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13898540.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13894371.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13918033.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13910889.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13894015.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13270813.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13911253.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13917750.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13917092.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13919492.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13999665.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13884431.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13799332.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13884100.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13903323.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13842549.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13896480.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13919440.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13908998.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13900641.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13912318.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13857116.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13087764.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13875621.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13918107.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13862106.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,12654815.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13817116.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13912362.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13861461.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13919989.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13545926.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13917268.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13909266.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13795751.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13851029.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13762944.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13649200.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13809532.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13530105.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13900652.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13742347.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13911349.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13605113.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13770303.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13897268.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13899814.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13886915.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13894008.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13922911.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13910601.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13896626.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13880730.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13889595.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13661428.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13916201.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13918134.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13897222.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13919433.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13919950.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13890739.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13727586.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13911939.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13890499.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13913719.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13919998.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13919950.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13898505.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13915344.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13893176.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13898849.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13919018.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13903657.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13901346.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13861512.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13861748.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13915049.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13893251.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13867925.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13775252.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13908291.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13892486.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13858815.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13888167.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,13912851.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,Víctima Conflicto Armado,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13903991.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13792891.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13825719.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13868441.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13868732.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13786611.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13855477.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13907465.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13899386.0
SANEAMIENTO BÁSICO,NO REPORTADO,NO REPORTADO,URBANO,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,13554505.0
RURAL-MODULAR,NO REPORTADO,NO REPORTADO,RURAL,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Mujer,NO REPORTADO,NO REPORTADO,NO REPORTADO,25520000.0
RURAL-MODULAR,NO REPORTADO,NO REPORTADO,RURAL,NO DISPONIBLE,NO REGISTRADO,FONVIVIENDA,NO REPORTADO,Hombre,NO REPORTADO,NO REPORTADO,NO REPORTADO,25520000.0
SANEAMIENTO BÁSICO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTO MAYOR (60 o más),Pobreza Extrema,CORVIVIENDA,Básica secundaria (6.o - 9.o),Mujer,Soltero(a),Desempleado,Ninguno,10000000.0
SANEAMIENTO BÁSICO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTEZ (29-59),Pobreza Extrema,CORVIVIENDA,Básica secundaria (6.o - 9.o),Mujer,Separado(a) o divorciado(a),Trabajador Independiente,Ninguno,10000000.0
SANEAMIENTO BÁSICO,No tiene,Localidad 2 - Virgen y Turistica,URBANO,ADULTO MAYOR (60 o más),Ninguno,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Viudo(a),Sin actividad,Ninguno,10000000.0
SANEAMIENTO BÁSICO,No tiene,Localidad 2 - Virgen y Turistica,URBANO,ADULTO MAYOR (60 o más),Ninguno,CORVIVIENDA,Básica primaria (1.o - 5.o),Hombre,Soltero(a),Ama de Casa/Cuidador,Ninguno,10000000.0
SANEAMIENTO BÁSICO,Menor a 1 SMMLV,Localidad 2 - Virgen y Turistica,URBANO,ADULTO MAYOR (60 o más),Ninguno,CORVIVIENDA,Básica primaria (1.o - 5.o),Mujer,Separado(a) o divorciado(a),Sin actividad,Ninguno,10000000.0
